��DatGeracaoConjuntoDados,NumAno,DscClassificacao,DescricaoCategoria,SigAgente,NumCNPJ,NumOrdemIASC,MdaIndicadorQualidade,MdaIndicadorSatisfacao,MdaIndicadorFidelidade,MdaIndicadorValor,MdaIndicadorConfianca,MdaSatisfacaoR2,MdaFidelidadeR2,MdaValorR2,MdaConfiancaR2,MdaPesoQualidadeInformacao,MdaPesoQualidadeAcesso,MdaPesoQualidadeConfiabilidade,MdaPesoSatisfacaoS1,MdaPesoSatisfacaoS2,MdaPesoSatisfacaoS3,MdaPesoFidelidadeV33,MdaPesoFidelidadeV34,MdaPesoFidelidadeV35,MdaPesoFidelidadeV36,MdaPesoValorV28,MdaPesoValorV29,MdaPesoValorV30,MdaPesoValorV31,MdaPesoValorV91,MdaPesoConfiancaV37,MdaPesoConfiancaV38,MdaPesoConfiancaV39,MdaPesoConfiancaV40,MdaMediaQualidadeInformacaoV15,MdaMediaQualidadeInformacaoV16,MdaMediaQualidadeInformacaoV21,MdaMediaQualidadeInformacaoV22,MdaMediaQualidadeInformacaoV23,MdaMediaQualidadeInformacaoV24,MdaMediaQualidadeInformacaoV90,MdaMediaQualidadeAcessoV10,MdaMediaQualidadeAcessoV11,MdaMediaQualidadeAcessoV12,MdaMediaQualidadeAcessoV17,MdaMediaQualidadeAcessoV19,MdaMediaQualidadeConfiabilidadeV8,MdaMediaQualidadeConfiabilidadeV9,MdaMediaQualidadeConfiabilidadeV13,MdaMediaQualidadeConfiabilidadeV14,MdaMediaQualidadeConfiabilidadeV18,MdaMediaQualidadeConfiabilidadeV20,MdaMediaSatisfacaoS1,MdaMediaSatisfacaoS2,MdaMediaSatisfacaoS3,MdaMediaFidelidadeV33,MdaMediaFidelidadeV34,MdaMediaFidelidadeV35,MdaMediaFidelidadeV36,MdaMediaFidelidadeV93,MdaMediaFidelidadeV94,MdaMediaValorV28,MdaMediaValorV29,MdaMediaValorV30,MdaMediaValorV31,MdaMediaValorV91,MdaMediaValorV92,MdaMediaConfiancaV37,MdaMediaConfiancaV38,MdaMediaConfiancaV39,MdaMediaConfiancaV40,MdaMediaQualidadeInformacao,MdaMediaQualidadeAcesso,MdaMediaQualidadeConfiabilidade,MdaMediaQualidade,MdaMediaSatisfacao,MdaMediaFidelidade,MdaMediaValor,MdaMediaConfianca,MdaDsvPadQualidadeInformacaoV15,MdaDsvPadQualidadeInformacaoV16,MdaDsvPadQualidadeInformacaoV21,MdaDsvPadQualidadeInformacaoV22,MdaDsvPadQualidadeInformacaoV23,MdaDsvPadQualidadeInformacaoV24,MdaDsvPadQualidadeInformacaoV90,MdaDsvPadQualidadeAcessoV10,MdaDsvPadQualidadeAcessoV11,MdaDsvPadQualidadeAcessoV12,MdaDsvPadQualidadeAcessoV17,MdaDsvPadQualidadeAcessoV19,MdaDsvPadQualidadeConfiabilidadeV8,MdaDsvPadQualidadeConfiabilidadeV9,MdaDsvPadQualidadeConfiabilidadeV13,MdaDsvPadQualidadeConfiabilidadeV14,MdaDsvPadQualidadeConfiabilidadeV18,MdaDsvPadQualidadeConfiabilidadeV20,MdaDsvPadSatisfacaoS1,MdaDsvPadSatisfacaoS2,MdaDsvPadSatisfacaoS3,MdaDsvPadFidelidadeV33,MdaDsvPadFidelidadeV34,MdaDsvPadFidelidadeV35,MdaDsvPadFidelidadeV36,MdaDsvPadFidelidadeV93,MdaDsvPadFidelidadeV94,MdaDsvPadValorV28,MdaDsvPadValorV29,MdaDsvPadValorV30,MdaDsvPadValorV31,MdaDsvPadValorV91,MdaDsvPadValorV92,MdaDsvPadConfiancaV37,MdaDsvPadConfiancaV38,MdaDsvPadConfiancaV39,MdaDsvPadConfiancaV40,MdaDsvPadQualidadeInformacao,MdaDsvPadQualidadeAcesso,MdaDsvPadQualidadeConfiabilidade,MdaDsvPadQualidade,MdaDsvPadSatisfacao,MdaDsvPadFidelidade,MdaDsvPadValor,MdaDsvPadConfianca,MdaCoeficienteQualidadeValor,MdaCoeficienteQualidadeSatisfacao,MdaCoeficienteValorSatisfacao,MdaCoeficienteQualidadeConfianca,MdaCoeficienteSatisfacaoConfianca,MdaCoeficienteConfiancaFidelidade,MdaCoeficienteSatisfacaoFidelidade,QtdSexoV11,QtdSexoV12,QtdFaixaEtariaV21,QtdFaixaEtariaV22,QtdFaixaEtariaV23,QtdFaixaEtariaV24,QtdFaixaEtariaV25,QtdFaixaEtariaV26,QtdFaixaEtariaV27,QtdFaixaEtariaV28,QtdFaixaEtariaV29,QtdEscolaridadeV31,QtdEscolaridadeV32,QtdEscolaridadeV33,QtdEscolaridadeV34,QtdEscolaridadeV35,QtdEscolaridadeV36,QtdEscolaridadeV37,QtdEscolaridadeV38,QtdEscolaridadeV39,QtdRendaV41,QtdRendaV42,QtdRendaV43,QtdRendaV44,QtdRendaV45,QtdRendaV46,QtdRendaV47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2020,Concession�ria,Sul e Sudeste acima de 30 mil e at� 400 mil unidades consumidoras,CPFL Santa Cruz,53859112000169,6,80,480000000000004,69,659999999999997,,28,9,78,170000000000002,0,4496,,8,46000000000000,0,"5,407E+016",0,"8,9171529E+016",0,"9,0986273E+016",0,"9,0801373E+016",0,"7,7222693E+016",0,"8,3859679E+016",0,"8,2025575E+016",,,,,,,,,1,0,"9,0989674E+016",0,"9,1632297E+016",,,,7,2270269999999996,8,"9,58944000000001E+015",,,8,866140000000009,8,112022,7,8454259999999998,7,749288,9,2683619999999998,9,1181099999999997,,8,6883119999999998,8,5142120000000006,7,7245759999999999,8,670549999999999,7,8802079999999997,7,"9,3314E+015",7,368557,7,2857139999999996,7,1592690000000001,,,,,7,372093,8,10899,,,,,3,528351,7,245478,8,3369269999999993,7,7352939999999997,,,8,96152,8,4952959999999997,8,1345840000000003,8,2420109999999998,7,2711800000000002,,3,5283509999999998,8,36111,,2,6389999999999998,1,4299999999999999,,,2,1509999999999998,2,194,2,459999999999998,2,2679999999999998,1,3109999999999999,1,6220000000000001,,1,595,1,665,2,870000000000002,2,390000000000001,2,1629999999999998,2,1440000000000001,1,986,1,929,1,7809999999999999,,,,,2,121,2,147,,,,,1,935,1,823,1,8049999999999999,2,1560000000000001,,,1,6439999999999999,1,395,1,421,1,343,1,538,,1,"9,35E+015",1,8100000000000001,0,2908,0,"5,132E+016",0,"2,961E+016",0,"4,358E+016",0,"3,667E+016",,,161,227,0,27,68,67,66,80,41,39,0,0,120,29,22,127,8,71,11,0,56,189,114,22,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2020,Concession�ria,Sul, Sudeste e Centro-Oeste at� 30 mil unidades consumidoras,Chesp,1377555000110,7,75,239999999999995,69,400000000000006,,33,700000000000003,74,930000000000007,0,"5,348E+016",,0,1736,0,5454,0,"8,8405478E+016",0,"9,1080327E+016",0,"8,8036401E+016",0,"7,8566966E+016",0,"8,4081601E+016",0,"7,7298647E+016",,,,,,,,,1,0,"8,9072025E+016",0,"9,0056351E+016",,,,6,3008850000000001,8,5539909999999999,,,7,1518990000000002,7,880531,7,8207550000000001,7,5172410000000003,8,6163790000000002,7,8697480000000004,,8,1833329999999993,8,1833329999999993,7,7262570000000004,7,8634360000000001,7,7436970000000001,7,5848209999999998,7,1958330000000004,7,175732,7,3739499999999998,,,,,7,612766,7,508696,,,,,4,33333,7,355649,7,922078,7,5677969999999997,,,7,4718260000000001,7,"9,56031000000001E+015",7,8808129999999998,7,7695569999999998,7,2485049999999998,,4,333329999999998,7,7449370000000002,,2,706,1,665,,,2,6669999999999998,2,116,2,1110000000000002,2,48,2,36,2,4990000000000001,,1,879,1,"9,06E+015",2,1659999999999999,2,109,2,2210000000000001,2,419,2,2050000000000001,2,24,1,897,,,,,2,72,2,353,,,,,2,366,1,812,2,30000000000001,2,4009999999999998,,,1,7949999999999999,1,7090000000000001,1,605,1,5189999999999999,1,6339999999999999,,2,3660000000000001,1,974,0,"4,167E+016",0,"4,928E+016",0,"3,645E+016",0,4239,0,"3,737E+016",,,95,145,0,13,36,58,65,45,12,11,0,0,72,35,16,81,2,27,7,0,22,158,50,9,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2020,Concession�ria,Sul e Sudeste acima de 30 mil e at� 400 mil unidades consumidoras,Cooperalian�a,83647990000181,8,79,260000000000005,69,280000000000001,,28,93,75,530000000000001,0,"6,298E+016",,0,"1,698E+016",0,"6,519E+016",0,"8,8452465E+016",0,"9,0454311E+016",0,"9,1335491E+016",0,"8,483896E+016",0,"8,7523225E+016",0,81688463,,,,,,,,,1,0,"9,1662253E+016",0,"9,1680433E+016",,,,6,"9,83444E+015",8,8249030000000008,,,7,7541529999999996,7,665493,8,1739130000000007,8,2811389999999996,8,8936170000000008,8,7589579999999998,,8,4675320000000003,8,3758169999999996,7,8212289999999998,8,1223019999999995,8,1409839999999996,7,4237919999999997,7,334416,7,2647060000000003,7,1016389999999996,,,,,7,856678,7,804795,,,,,3,603896,7,323529,7,755172,7,8408300000000004,,,7,8069980000000001,8,5269069999999996,8,586090000000006,8,1308380000000007,7,233587,,3,6038960000000002,7,7980010000000002,,2,75,1,698,,,2,4889999999999999,2,391,2,1099999999999999,1,"9,81E+015",1,722,2,1360000000000001,,1,7,1,8140000000000001,1,903,2,145,1,95,2,5339999999999998,2,2730000000000001,2,16,2,369999999999999,,,,,1,927,2,608,,,,,2,158,1,994,2,242,2,2549999999999999,,,1,855,1,444,1,4219999999999999,1,417,1,786,,2,1579999999999999,2,609999999999999,0,"4,121E+016",0,"5,694E+016",0,"3,431E+016",0,"4,371E+016",0,"4,181E+016",,,117,191,0,14,43,47,62,92,20,30,0,0,133,45,18,77,5,22,8,0,38,124,124,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2020,Concession�ria,Nordeste,Energisa Borborema,8826596000195,9,77,709999999999994,68,420000000000002,,30,960000000000001,74,640000000000001,0,4466,,8,100000000000000,0,5524,0,"8,8389513E+016",0,90729408,0,"8,9881896E+016",0,"7,7736581E+016",0,"8,5206226E+016",0,"8,6060334E+016",,,,,,,,,1,0,"9,2590515E+016",0,"9,2766546E+016",,,,7,678,8,4742650000000008,,,7,7854669999999997,8,138889,7,5038169999999997,7,7964909999999996,8,7876709999999996,9,133329999999994,,8,4966670000000004,8,5752509999999997,6,"9,17012E+015",7,8398580000000004,7,"9,25424E+015",7,3396949999999999,7,1906350000000003,7,3210699999999997,6,"9,66555E+015",,,,,7,417508,7,730496,,,,,3,786667,7,284281,7,89527,7,5410959999999996,,,7,8513500000000001,8,275328,7,8489839999999997,7,"9,91888E+015",7,1594199999999999,,3,786667,7,7181829999999998,,2,6549999999999998,1,8540000000000001,,,2,3580000000000001,2,17,2,1539999999999999,2,286,1,8819999999999999,1,788,,1,7889999999999999,1,768,2,677,2,1120000000000001,2,1859999999999999,2,391,2,70000000000001,2,24,2,1230000000000002,,,,,1,934,2,36,,,,,2,303,1,952,2,1989999999999998,2,359,,,1,79,1,534,1,577,1,464,1,704,,2,3029999999999999,2,113,0,2999,0,"5,001E+016",0,3085,0,"4,525E+016",0,"3,52E+016",,,91,209,0,19,44,62,67,58,26,24,0,0,94,16,25,95,22,40,8,0,76,163,49,9,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2020,Concession�ria,Sul e Sudeste acima de 30 mil e at� 400 mil unidades consumidoras,Santa Maria,27485069000109,10,82,950000000000003,68,280000000000001,,29,32,80,230000000000004,0,"4,784E+016",,0,1421,0,5444,0,"8,9007263E+016",0,"9,0372003E+016",0,"9,1073665E+016",0,"7,7040859E+016",0,"8,2304026E+016",0,"8,2470934E+016",,,,,,,,,1,0,"8,9703441E+016",0,90857588,,,,7,3284669999999998,9,617760000000001,,,8,3104689999999994,8,469091,8,1476790000000001,8,4317340000000005,9,2633449999999993,9,1756759999999993,,8,6835020000000007,8,5234900000000007,8,1421320000000001,8,3122679999999995,8,1145829999999997,8,3122530000000001,6,"9,09396E+015",7,2160279999999997,7,2943259999999999,,,,,7,73,8,91255,,,,,3,638796,7,553333,8,4221450000000004,8,213520000000003,,,8,2924509999999998,8,7546090000000003,8,3480380000000007,8,4650320000000008,7,1399169999999996,,3,6387960000000001,8,2217490000000009,,2,3740000000000001,1,415,,,2,339999999999998,1,884,1,931,1,972,1,3720000000000001,1,571,,1,5249999999999999,1,861,1,887,1,839,2,649999999999999,1,8660000000000001,2,1099999999999999,1,8859999999999999,1,"9,42E+015",,,,,1,853,2,25,,,,,2,242,1,85,1,7490000000000001,2,246,,,1,478,1,23,1,339,1,216,1,5940000000000001,,2,242,1,806,0,377,0,"4,759E+016",0,"3,467E+016",0,"4,398E+016",0,"3,62E+016",,,104,198,0,10,38,64,59,59,33,39,0,0,147,19,15,69,10,26,16,0,48,127,103,18,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2020,Concession�ria,Sul acima de 400 mil unidades consumidoras,Copel-Dis,4368898000106,11,78,90000000000003,67,939999999999998,,30,57,74,519999999999996,0,"4,366E+016",,8,51000000000000,0,"4,973E+016",0,"8,7805809E+016",0,"9,1153587E+016",0,"9,1773266E+016",0,"8,0000382E+016",0,"8,1552581E+016",0,"7,6482407E+016",,,,,,,,,1,0,"9,0683202E+016",0,"9,1333306E+016",,,,6,8951310000000001,8,5021100000000001,,,7,7662339999999999,8,64762,7,6521739999999996,7,6782950000000003,8,8261719999999997,8,"9,67390999999999E+015",,8,577413,8,6139709999999994,7,5343920000000004,8,581160000000001,7,4797789999999997,7,670833,7,2392859999999999,6,"9,45652E+015",7,163265,,,,,7,854317,7,954545,,,,,3,750896,7,359571,7,"9,42593E+015",7,4721190000000002,,,7,8070589999999997,8,2810079999999999,7,"9,89084E+015",8,257170000000002,7,1160680000000003,,3,750896,7,7073559999999999,,2,6499999999999999,1,756,,,2,29,1,935,2,1139999999999999,2,3199999999999998,1,6180000000000001,1,7869999999999999,,1,6739999999999999,1,6439999999999999,2,177,1,927,2,3279999999999998,2,1960000000000002,2,1240000000000001,1,885,1,8400000000000001,,,,,2,46,2,238,,,,,1,967,1,72,1,"9,57E+015",2,3119999999999998,,,1,6619999999999999,1,4219999999999999,1,411,1,351,1,548,,1,"9,67E+015",1,944,0,"2,917E+016",0,"4,905E+016",0,"3,146E+016",0,"4,308E+016",0,3377,,,200,360,0,28,91,112,96,118,55,60,0,0,193,49,42,147,30,75,24,0,85,216,195,53,7,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2020,Concession�ria,Sul, Sudeste e Centro-Oeste at� 30 mil unidades consumidoras,Eletrocar,88446034000155,12,77,349999999999994,67,840000000000003,,26,190000000000001,74,530000000000001,0,"5,795E+016",,0,"1,204E+016",0,"6,085E+016",0,"8,6901651E+016",0,"9,0257106E+016",0,"9,032874E+016",0,"8,3329503E+016",0,"8,6574606E+016",0,"8,2776261E+016",,,,,,,,,1,0,92644335,0,"9,2604179E+016",,,,6,7446809999999999,8,4670050000000003,,,7,5106380000000001,7,986364,7,5502649999999996,7,7876110000000001,8,"9,32432E+015",9,2394960000000008,,8,2697099999999999,8,3375000000000004,7,3809519999999997,7,8947370000000001,7,6514519999999999,7,3802820000000002,7,2614109999999998,7,167359999999999,7,427350000000004,,,,,7,568465,7,691304,,,,,3,356846,7,282158,7,811966,7,6035240000000002,,,7,6771719999999997,8,3774510000000006,7,8191050000000004,7,"9,57909E+015",7,1069610000000001,,3,356846,7,7077450000000001,,2,5339999999999998,1,7549999999999999,,,2,399,2,61,2,579999999999998,2,329999999999999,1,5760000000000001,1,21,,1,6879999999999999,1,7529999999999999,1,"9,08E+015",2,630000000000002,1,"9,2E+015",2,2989999999999999,2,920000000000001,2,99999999999998,1,897,,,,,1,933,2,339,,,,,1,964,1,682,2,177,2,1429999999999998,,,1,7270000000000001,1,2190000000000001,1,4059999999999999,1,292,1,6850000000000001,,1,964,2,9999999999999,0,"3,47E+016",0,"5,881E+016",0,"2,939E+016",0,"4,28E+016",0,4037,,,85,156,0,6,26,40,70,47,17,35,0,0,102,27,18,60,16,13,5,0,12,140,72,15,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2020,Concession�ria,Sul e Sudeste acima de 30 mil e at� 400 mil unidades consumidoras,Cocel,75805895000130,13,79,890000000000001,67,819999999999993,,28,670000000000002,75,109999999999999,0,"5,505E+016",,0,1298,0,"6,483E+016",0,"8,9563006E+016",0,"9,3518403E+016",0,"9,1647219E+016",0,"8,0398673E+016",0,"8,6271873E+016",0,"8,3014523E+016",,,,,,,,,1,0,"9,3475505E+016",0,"9,3634125E+016",,,,6,"9,85765E+015",8,6192309999999992,,,7,8865980000000002,8,186851,7,8540770000000002,7,8072730000000004,8,"9,85816E+015",9,1933330000000009,,8,6287629999999993,8,6279859999999999,7,8193549999999998,8,1490200000000002,7,7845120000000003,8,69388,7,1036789999999996,7,508470000000001,7,1580760000000003,,,,,7,714765,7,383513,,,,,3,58,7,54,7,8958329999999997,7,6236930000000003,,,7,"9,19611E+015",8,4601249999999997,8,1798369999999991,8,1865240000000004,7,1042009999999998,,3,5800000000000001,7,7597630000000004,,2,5670000000000002,1,617,,,2,2410000000000001,1,968,1,966,2,1659999999999999,1,5600000000000001,1,4890000000000001,,1,532,1,4379999999999999,1,8109999999999999,1,"9,32E+015",2,350000000000001,1,845,2,1509999999999998,1,96,1,"9,79E+015",,,,,1,979,2,535,,,,,2,203,1,747,2,121,2,306,,,1,655,1,403,1,2829999999999999,1,325,1,6879999999999999,,2,2029999999999998,2,710000000000002,0,"3,603E+016",0,5373,0,"3,399E+016",0,"4,468E+016",0,4219,,,112,188,0,14,41,54,61,84,23,23,0,0,128,23,13,80,9,34,13,0,36,110,130,20,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2020,Concession�ria,Sul acima de 400 mil unidades consumidoras,Celesc-Dis,8336783000190,14,78,140000000000001,67,560000000000002,,31,43,73,829999999999998,0,"5,502E+016",,0,"1,662E+016",0,"6,342E+016",0,"9,0532582E+016",0,"9,1265157E+016",0,"9,0383842E+016",0,"7,9928379E+016",0,"8,5110445E+016",0,"8,2497434E+016",,,,,,,,,1,0,"9,1961694E+016",0,"9,2332412E+016",,,,7,8,5694160000000004,,,7,6757739999999997,8,108571,7,6286350000000001,7,5830120000000001,8,8714560000000002,9,1219079999999995,,8,3614040000000003,8,3315599999999996,7,8151820000000001,7,8422090000000004,7,5355869999999996,7,8485480000000001,7,3625220000000002,6,"9,33216E+015",6,"9,59075E+015",,,,,7,594025,7,751412,,,,,3,82897,7,258741,7,8471219999999997,7,4428039999999998,,,7,8384410000000004,8,3012530000000009,7,"9,55748E+015",8,318140000000007,7,849380000000002,,3,82897,7,6449629999999997,,2,5,1,6100000000000001,,,2,3969999999999998,1,819,2,249999999999999,2,351,1,5760000000000001,1,649,,1,6299999999999999,1,7410000000000001,1,798,2,97,2,1280000000000001,2,1899999999999999,1,8819999999999999,2,99999999999998,1,"9,38E+015",,,,,2,56,2,313,,,,,2,91,1,794,1,"9,93E+015",2,2639999999999998,,,1,6399999999999999,1,4199999999999999,1,351,1,3340000000000001,1,605,,2,910000000000002,1,962,0,"4,077E+016",0,5121,0,"3,555E+016",0,"4,474E+016",0,4113,,,265,309,0,36,101,127,126,104,34,46,0,0,182,57,36,193,26,59,21,0,46,190,289,41,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2020,Concession�ria,Sul, Sudeste e Centro-Oeste at� 30 mil unidades consumidoras,Demei,95289500000100,15,75,189999999999998,67,109999999999999,,26,199999999999999,74,239999999999995,0,"6,866E+016",,0,152,0,6623,0,"9,04153E+016",0,90979208,0,"9,197553E+016",0,"8,2569719E+016",0,"8,7226202E+016",0,"8,434148E+016",,,,,,,,,1,0,"9,1902261E+016",0,"9,2233751E+016",,,,6,8838030000000003,8,2435899999999993,,,7,5620690000000002,7,830827,7,5905170000000002,6,8315409999999996,8,6789670000000001,9,2733329999999992,,8,99669999999996,8,300999999999991,6,8943089999999998,7,4000000000000004,7,5966670000000001,7,5378489999999996,7,496689999999997,6,8762540000000003,7,2006920000000001,,,,,7,248322,7,323636,,,,,3,357616,7,277592,7,"9,38182000000001E+015",7,4259259999999996,,,7,6300720000000002,8,935900000000007,7,5781489999999998,7,7672699999999999,7,42205,,3,3576160000000002,7,6820539999999999,,2,5640000000000001,1,6659999999999999,,,2,4460000000000002,1,939,2,859999999999999,2,5070000000000001,1,742,1,2989999999999999,,1,6990000000000001,1,8220000000000001,1,"9,37E+015",2,2290000000000001,2,249999999999999,2,2799999999999998,2,157,1,"9,38E+015",1,8520000000000001,,,,,2,89,2,373,,,,,1,993,1,804,1,8799999999999999,2,1019999999999999,,,1,72,1,4610000000000001,1,4690000000000001,1,4119999999999999,1,679,,1,"9,93E+015",1,8340000000000001,0,"3,899E+016",0,"6,011E+016",0,"3,605E+016",0,"4,463E+016",0,"4,001E+016",,,117,185,0,10,27,51,65,75,30,44,0,0,106,32,14,68,14,41,27,0,12,139,112,30,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
